Lat,Long,Data,Cliente,Fazenda,Talhão,Gleba,Cultura,Variedade,Data de plantio,Data de colheita,Acúmulo de chuva (mm),Média de produção Kg/Ha (Balança),Kg/Ha
-19.39634157,-47.38476279,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10047,10/10/2024,03/03/2025,870,3,4.1773343
-19.40444501,-47.39082526,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10048,10/10/2024,03/03/2025,870,3,4.177638
-19.40379147,-47.38558085,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10049,10/10/2024,03/03/2025,870,3,4.1783934
-19.40187029,-47.38745639,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10050,10/10/2024,03/03/2025,870,3,4.179101
-19.40421919,-47.3873955,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10051,10/10/2024,03/03/2025,870,3,4.179989
-19.3951222,-47.39240214,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10052,10/10/2024,03/03/2025,870,3,4.180108
-19.40280698,-47.38490024,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10053,10/10/2024,03/03/2025,870,3,4.1803026
-19.40088581,-47.38677578,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10054,10/10/2024,03/03/2025,870,3,4.1804233
-19.39921798,-47.38998744,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10055,10/10/2024,03/03/2025,870,3,4.181595
-19.40453656,-47.39073142,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10056,10/10/2024,03/03/2025,870,3,4.181889
-19.3987587,-47.38448478,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10057,10/10/2024,03/03/2025,870,3,4.181897
-19.39840033,-47.3903562,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10058,10/10/2024,03/03/2025,870,3,4.1819644
-19.39663714,-47.39394708,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10059,10/10/2024,03/03/2025,870,3,4.182479
-19.40337401,-47.38985781,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10060,10/10/2024,03/03/2025,870,3,4.182585
-19.39566647,-47.39221975,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10061,10/10/2024,03/03/2025,870,3,4.18324
-19.40372015,-47.39100502,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10062,10/10/2024,03/03/2025,870,3,4.1834393
-19.40142382,-47.38706916,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10063,10/10/2024,03/03/2025,870,3,4.183551
-19.40152537,-47.38621404,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10064,10/10/2024,03/03/2025,870,3,4.1842284
-19.39797191,-47.38535746,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10065,10/10/2024,03/03/2025,870,3,4.1843376
-19.3972536,-47.38405703,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10066,10/10/2024,03/03/2025,870,3,4.1844826
-19.40378897,-47.38577117,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10067,10/10/2024,03/03/2025,870,3,4.185127
-19.3981282,-47.3904474,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10068,10/10/2024,03/03/2025,870,3,4.1852446
-19.40062617,-47.38591539,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10069,10/10/2024,03/03/2025,870,3,4.185719
-19.39709739,-47.39328759,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10070,10/10/2024,03/03/2025,870,3,4.1858068
-19.39700709,-47.39328627,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10071,10/10/2024,03/03/2025,870,3,4.1858306
-19.40435096,-47.39110942,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10072,10/10/2024,03/03/2025,870,3,4.1865225
-19.40280073,-47.38537604,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10073,10/10/2024,03/03/2025,870,3,4.1873116
-19.40305551,-47.39346995,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10074,10/10/2024,03/03/2025,870,3,4.1874704
-19.39808167,-47.38488619,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10075,10/10/2024,03/03/2025,870,3,4.1879945
-19.40226771,-47.38470202,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10076,10/10/2024,03/03/2025,870,3,4.1892047
-19.40116169,-47.38639909,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10077,10/10/2024,03/03/2025,870,3,4.1892066
-19.40225272,-47.38584394,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10078,10/10/2024,03/03/2025,870,3,4.190538
-19.396914,-47.38504538,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10079,10/10/2024,03/03/2025,870,3,4.1916575
-19.40152287,-47.38640436,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10080,10/10/2024,03/03/2025,870,3,4.1919036
-19.39600759,-47.39374752,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10081,10/10/2024,03/03/2025,870,3,4.192432
-19.39628725,-47.39308539,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10082,10/10/2024,03/03/2025,870,3,4.1924777
-19.39776076,-47.39091791,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10083,10/10/2024,03/03/2025,870,3,4.192966
-19.40304161,-47.38766385,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10084,10/10/2024,03/03/2025,870,3,4.19297
-19.39795127,-47.38450654,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10085,10/10/2024,03/03/2025,870,3,4.1936307
-19.39663464,-47.3941374,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10086,10/10/2024,03/03/2025,870,3,4.193718
-19.39698545,-47.38466029,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10087,10/10/2024,03/03/2025,870,3,4.193785
-19.39940107,-47.38979977,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10088,10/10/2024,03/03/2025,870,3,4.1942606
-19.400363,-47.39219325,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10089,10/10/2024,03/03/2025,870,3,4.194508
-19.4036574,-47.38891016,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10090,10/10/2024,03/03/2025,870,3,4.1955466
-19.40215243,-47.38660391,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10091,10/10/2024,03/03/2025,870,3,4.1955853
-19.40049962,-47.38867369,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10092,10/10/2024,03/03/2025,870,3,4.1975856
-19.3964716,-47.39280257,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10093,10/10/2024,03/03/2025,870,3,4.197681
-19.40234051,-47.38603558,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10094,10/10/2024,03/03/2025,870,3,4.1978464
-19.40243831,-47.38546593,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10095,10/10/2024,03/03/2025,870,3,4.1980314
-19.40133103,-47.38725816,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10096,10/10/2024,03/03/2025,870,3,4.1986365
-19.40367492,-47.38757791,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10097,10/10/2024,03/03/2025,870,3,4.198658
-19.39760135,-47.38506943,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10098,10/10/2024,03/03/2025,870,3,4.1991935
-19.40260515,-47.38651533,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10099,10/10/2024,03/03/2025,870,3,4.199717
-19.39665218,-47.39280521,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10100,10/10/2024,03/03/2025,870,3,4.2000237
-19.40242956,-47.38613206,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10101,10/10/2024,03/03/2025,870,3,4.201361
-19.39932455,-47.38875171,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10102,10/10/2024,03/03/2025,870,3,4.2014966
-19.40069272,-47.38772474,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10103,10/10/2024,03/03/2025,870,3,4.2020516
-19.39727941,-47.38512068,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10104,10/10/2024,03/03/2025,870,3,4.20217
-19.40429322,-47.38863391,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10105,10/10/2024,03/03/2025,870,3,4.202872
-19.39784354,-47.39149017,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10106,10/10/2024,03/03/2025,870,3,4.203151
-19.40360731,-47.39271659,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10107,10/10/2024,03/03/2025,870,3,4.2033424
-19.39721529,-47.38414321,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10108,10/10/2024,03/03/2025,870,3,4.2036695
-19.40088206,-47.38706126,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10109,10/10/2024,03/03/2025,870,3,4.2040634
-19.40369868,-47.38576986,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10110,10/10/2024,03/03/2025,870,3,4.20455
-19.39931078,-47.38979845,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10111,10/10/2024,03/03/2025,870,3,4.2046723
-19.39663037,-47.38501044,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10112,10/10/2024,03/03/2025,870,3,4.2051396
-19.39808684,-47.38509892,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10113,10/10/2024,03/03/2025,870,3,4.2057686
-19.3959386,-47.39212855,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10114,10/10/2024,03/03/2025,870,3,4.2061143
-19.40436849,-47.38977717,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10115,10/10/2024,03/03/2025,870,3,4.2061167
-19.40361733,-47.39195531,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10116,10/10/2024,03/03/2025,870,3,4.206203
-19.40132853,-47.38744848,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10117,10/10/2024,03/03/2025,870,3,4.206221
-19.39512972,-47.3918312,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10118,10/10/2024,03/03/2025,870,3,4.2085805
-19.40041058,-47.38857721,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10119,10/10/2024,03/03/2025,870,3,4.2089972
-19.39646658,-47.39318319,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10120,10/10/2024,03/03/2025,870,3,4.209259
-19.40115669,-47.38677973,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10121,10/10/2024,03/03/2025,870,3,4.2098837
-19.40106265,-47.38706389,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10122,10/10/2024,03/03/2025,870,3,4.20994
-19.40232676,-47.38708234,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10123,10/10/2024,03/03/2025,870,3,4.210004
-19.40363236,-47.39081338,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10124,10/10/2024,03/03/2025,870,3,4.2106395
-19.40378647,-47.38596149,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10125,10/10/2024,03/03/2025,870,3,4.2108283
-19.40142257,-47.38716432,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10126,10/10/2024,03/03/2025,870,3,4.2111373
-19.39729176,-47.39224351,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10127,10/10/2024,03/03/2025,870,3,4.2114825
-19.40069522,-47.38753442,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10128,10/10/2024,03/03/2025,870,3,4.2120357
-19.4026139,-47.38584921,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10129,10/10/2024,03/03/2025,870,3,4.2127743
-19.39896572,-47.38469207,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10130,10/10/2024,03/03/2025,870,3,4.2148004
-19.40437976,-47.38892072,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10131,10/10/2024,03/03/2025,870,3,4.214923
-19.39683222,-47.38500501,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10132,10/10/2024,03/03/2025,870,3,4.2155204
-19.39877152,-47.38960022,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10133,10/10/2024,03/03/2025,870,3,4.215555
-19.40368367,-47.38691179,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10134,10/10/2024,03/03/2025,870,3,4.2156863
-19.40425565,-47.39148875,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10135,10/10/2024,03/03/2025,870,3,4.216476
-19.40124448,-47.38697137,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10136,10/10/2024,03/03/2025,870,3,4.2167697
-19.40429196,-47.38872908,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10137,10/10/2024,03/03/2025,870,3,4.21737
-19.40363111,-47.39090854,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10138,10/10/2024,03/03/2025,870,3,4.2183614
-19.40232801,-47.38698718,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10139,10/10/2024,03/03/2025,870,3,4.218719
-19.4017975,-47.38612284,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10140,10/10/2024,03/03/2025,870,3,4.218906
-19.39746578,-47.38447705,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10141,10/10/2024,03/03/2025,870,3,4.219055
-19.40186904,-47.38755155,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10142,10/10/2024,03/03/2025,870,3,4.2199473
-19.40234926,-47.38536946,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10143,10/10/2024,03/03/2025,870,3,4.2205615
-19.40224147,-47.38670038,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10144,10/10/2024,03/03/2025,870,3,4.2212853
-19.4035308,-47.3916685,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10145,10/10/2024,03/03/2025,870,3,4.2215366
-19.39867497,-47.39007469,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10146,10/10/2024,03/03/2025,870,3,4.2215595
-19.40087831,-47.38734673,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10147,10/10/2024,03/03/2025,870,3,4.22176
-19.39721013,-47.38393048,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10148,10/10/2024,03/03/2025,870,3,4.221878
-19.40060492,-47.3875331,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10149,10/10/2024,03/03/2025,870,3,4.221924
-19.4018025,-47.3857422,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10150,10/10/2024,03/03/2025,870,3,4.2223296
-19.39894335,-47.39026896,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10151,10/10/2024,03/03/2025,870,3,4.222852
-19.39645656,-47.39394444,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10152,10/10/2024,03/03/2025,870,3,4.22353
-19.3990449,-47.38941386,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10153,10/10/2024,03/03/2025,870,3,4.223851
-19.40041183,-47.38848205,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10154,10/10/2024,03/03/2025,870,3,4.2240586
-19.40397581,-47.385298,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10155,10/10/2024,03/03/2025,870,3,4.2240763
-19.40436473,-47.39006265,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10156,10/10/2024,03/03/2025,870,3,4.2243757
-19.39807135,-47.38446073,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10157,10/10/2024,03/03/2025,870,3,4.2245502
-19.40364864,-47.38957629,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10158,10/10/2024,03/03/2025,870,3,4.2248306
-19.40023249,-47.38838426,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10159,10/10/2024,03/03/2025,870,3,4.2248864
-19.40078801,-47.38734542,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10160,10/10/2024,03/03/2025,870,3,4.2250113
-19.40243956,-47.38537077,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10161,10/10/2024,03/03/2025,870,3,4.226275
-19.39752989,-47.38545452,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10162,10/10/2024,03/03/2025,870,3,4.22697
-19.40279573,-47.38575668,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10163,10/10/2024,03/03/2025,870,3,4.2278423
-19.39892225,-47.38456552,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10164,10/10/2024,03/03/2025,870,3,4.2279906
-19.40014845,-47.38790715,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10165,10/10/2024,03/03/2025,870,3,4.229016
-19.40260765,-47.38632501,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10166,10/10/2024,03/03/2025,870,3,4.229051
-19.39629477,-47.39251446,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10167,10/10/2024,03/03/2025,870,3,4.2291026
-19.39584706,-47.39222239,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10168,10/10/2024,03/03/2025,870,3,4.2295675
-19.39876401,-47.39017116,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10169,10/10/2024,03/03/2025,870,3,4.229912
-19.40261265,-47.38594437,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10170,10/10/2024,03/03/2025,870,3,4.230082
-19.39656565,-47.39251842,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10171,10/10/2024,03/03/2025,870,3,4.2300863
-19.39964169,-47.3852348,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10172,10/10/2024,03/03/2025,870,3,4.23029
-19.40280823,-47.38480508,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10173,10/10/2024,03/03/2025,870,3,4.230605
-19.40437475,-47.38930136,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10174,10/10/2024,03/03/2025,870,3,4.230754
-19.39761901,-47.38413233,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10175,10/10/2024,03/03/2025,870,3,4.2313757
-19.40430948,-47.38739682,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10176,10/10/2024,03/03/2025,870,3,4.231754
-19.39512345,-47.39230698,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10177,10/10/2024,03/03/2025,870,3,4.231916
-19.39512596,-47.39211667,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10178,10/10/2024,03/03/2025,870,3,4.232502
-19.40214867,-47.38688939,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10179,10/10/2024,03/03/2025,870,3,4.232799
-19.39824006,-47.3847542,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10180,10/10/2024,03/03/2025,870,3,4.232818
-19.40364739,-47.38967145,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10181,10/10/2024,03/03/2025,870,3,4.2349796
-19.3972905,-47.39233867,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10182,10/10/2024,03/03/2025,870,3,4.235197
-19.40428821,-47.38901456,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10183,10/10/2024,03/03/2025,870,3,4.2353215
-19.40226896,-47.38460686,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10184,10/10/2024,03/03/2025,870,3,4.2358637
-19.40242581,-47.38641754,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10185,10/10/2024,03/03/2025,870,3,4.236691
-19.40060367,-47.38762826,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10186,10/10/2024,03/03/2025,870,3,4.2377486
-19.39973198,-47.38523611,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10187,10/10/2024,03/03/2025,870,3,4.2383814
-19.40215368,-47.38650875,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10188,10/10/2024,03/03/2025,870,3,4.2384834
-19.39654685,-47.39394576,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10189,10/10/2024,03/03/2025,870,3,4.238938
-19.39881249,-47.3850368,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10190,10/10/2024,03/03/2025,870,3,4.2395964
-19.40214993,-47.38679423,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10191,10/10/2024,03/03/2025,870,3,4.2396855
-19.4007755,-47.38829701,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10192,10/10/2024,03/03/2025,870,3,4.2400904
-19.39711618,-47.39186024,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10193,10/10/2024,03/03/2025,870,3,4.2402244
-19.39576177,-47.39184044,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10194,10/10/2024,03/03/2025,870,3,4.240665
-19.40455158,-47.38958948,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10195,10/10/2024,03/03/2025,870,3,4.240802
-19.40429447,-47.38853875,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10196,10/10/2024,03/03/2025,870,3,4.241014
-19.39811482,-47.38458728,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10197,10/10/2024,03/03/2025,870,3,4.2414317
-19.39803821,-47.38475964,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10198,10/10/2024,03/03/2025,870,3,4.2425985
-19.39849188,-47.39026236,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10199,10/10/2024,03/03/2025,870,3,4.243393
-19.40233176,-47.3867017,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10200,10/10/2024,03/03/2025,870,3,4.2437363
-19.40233676,-47.38632106,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10201,10/10/2024,03/03/2025,870,3,4.243816
-19.40360605,-47.39281175,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10202,10/10/2024,03/03/2025,870,3,4.244571
-19.39747094,-47.38468978,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10203,10/10/2024,03/03/2025,870,3,4.24537
-19.39722562,-47.38456867,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10204,10/10/2024,03/03/2025,870,3,4.2459993
-19.40143132,-47.38649821,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10205,10/10/2024,03/03/2025,870,3,4.2460957
-19.40069897,-47.38724894,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10206,10/10/2024,03/03/2025,870,3,4.2463827
-19.40060742,-47.38734278,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10207,10/10/2024,03/03/2025,870,3,4.247533
-19.39696997,-47.3840221,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10208,10/10/2024,03/03/2025,870,3,4.247747
-19.39746062,-47.38426432,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10209,10/10/2024,03/03/2025,870,3,4.2484646
-19.39713352,-47.38410284,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10210,10/10/2024,03/03/2025,870,3,4.2485237
-19.40361483,-47.39214563,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10211,10/10/2024,03/03/2025,870,3,4.249181
-19.40426066,-47.3911081,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10212,10/10/2024,03/03/2025,870,3,4.2500467
-19.40367117,-47.3878634,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10213,10/10/2024,03/03/2025,870,3,4.2500534
-19.39786949,-47.38446617,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10214,10/10/2024,03/03/2025,870,3,4.2503276
-19.39637253,-47.39346734,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10215,10/10/2024,03/03/2025,870,3,4.2505684
-19.3997635,-47.38970988,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10216,10/10/2024,03/03/2025,870,3,4.2506742
-19.4032572,-47.38500198,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10217,10/10/2024,03/03/2025,870,3,4.251253
-19.3972919,-47.38397085,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10218,10/10/2024,03/03/2025,870,3,4.251617
-19.3970569,-47.3842752,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10219,10/10/2024,03/03/2025,870,3,4.252571
-19.40042433,-47.38753046,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10220,10/10/2024,03/03/2025,870,3,4.2529864
-19.40133228,-47.387163,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10221,10/10/2024,03/03/2025,870,3,4.25308
-19.39636626,-47.39394312,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10222,10/10/2024,03/03/2025,870,3,4.2549605
-19.4036048,-47.39290691,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10223,10/10/2024,03/03/2025,870,3,4.2553344
-19.40370512,-47.39214695,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10224,10/10/2024,03/03/2025,870,3,4.2556677
-19.4008758,-47.38753705,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10225,10/10/2024,03/03/2025,870,3,4.2559266
-19.4017122,-47.38574088,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10226,10/10/2024,03/03/2025,870,3,4.2560577
-19.4009761,-47.3867771,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10227,10/10/2024,03/03/2025,870,3,4.256781
-19.3998538,-47.3897112,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10228,10/10/2024,03/03/2025,870,3,4.256927
-19.40234176,-47.38594042,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10229,10/10/2024,03/03/2025,870,3,4.257447
-19.40422544,-47.38691969,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10230,10/10/2024,03/03/2025,870,3,4.25853
-19.3950294,-47.39259113,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10231,10/10/2024,03/03/2025,870,3,4.259097
-19.4018,-47.38593252,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10232,10/10/2024,03/03/2025,870,3,4.2598305
-19.39767923,-47.39025049,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10233,10/10/2024,03/03/2025,870,3,4.2599177
-19.40032529,-47.38819526,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10234,10/10/2024,03/03/2025,870,3,4.260145
-19.40243206,-47.38594174,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10235,10/10/2024,03/03/2025,870,3,4.2605634
-19.40124323,-47.38706653,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10236,10/10/2024,03/03/2025,870,3,4.2616444
-19.40032153,-47.38848073,05/05/2024,glauber,ribeirao,pivo,gener,soja,brasmax_10237,10/10/2024,03/03/2025,870,3,4.261814
